2015/01/05,7774,7876,7706,7816,916500000
2015/01/06,7635,7675,7530,7532,1446800000
2015/01/07,7452,7610,7441,7574,1372900000
2015/01/08,7684,7870,7672,7809,1262700000
2015/01/09,7856,7885,7703,7734,1258200000
2015/01/13,7674,7843,7634,7839,1185400000
2015/01/14,7779,7900,7674,7690,1175400000
2015/01/15,7703,7816,7672,7794,881700000
2015/01/16,7691,7770,7604,7721,1582000000
2015/01/19,7798,7815,7702,7793,1058100000
2015/01/20,7856,8176,7844,8126,2167500000
2015/01/21,7985,8036,7928,7985,1593300000
2015/01/22,8020,8020,7896,7960,1106600000
2015/01/23,8078,8185,8067,8177,1149100000
2015/01/26,8160,8327,8139,8314,1574600000
2015/01/27,8339,8439,8339,8439,1204600000
2015/01/28,8253,8327,8225,8267,2002600000
2015/01/29,8200,8228,8094,8108,1647700000
2015/01/30,8228,8310,8205,8275,1703800000
2015/02/02,8212,8271,8182,8216,915300000
2015/02/03,8292,8348,8103,8126,1040400000
2015/02/04,8146,8228,8089,8171,1356200000
2015/02/05,8077,8097,7895,8003,1830700000
2015/02/06,8120,8120,7947,8018,1363200000
2015/02/09,8105,8237,8098,8126,1373900000
2015/02/10,7772,7811,7657,7676,4379600000
2015/02/12,7754,7767,7571,7702,3358900000
2015/02/13,7591,7699,7583,7698,2018800000
2015/02/16,7722,7726,7641,7653,1395100000
2015/02/17,7600,7638,7508,7629,1846100000
2015/02/18,7693,7695,7605,7695,1670000000
2015/02/19,7697,7713,7671,7694,1269300000
2015/02/20,7740,7779,7714,7761,1222700000
2015/02/23,7859,7877,7800,7825,1317900000
2015/02/24,7843,7907,7821,7907,1391900000
2015/02/25,7925,7929,7802,7821,1361900000
2015/02/26,7777,7787,7721,7746,1797800000
2015/02/27,7790,7899,7783,7797,1903300000
2015/03/02,7800,7882,7765,7794,984700000
2015/03/03,7827,7827,7706,7747,1079300000
2015/03/04,7706,7710,7603,7688,1165600000
2015/03/05,7681,7740,7648,7727,903900000
2015/03/06,7750,7819,7741,7789,981600000
2015/03/09,7639,7685,7615,7664,1869100000
2015/03/10,7710,7810,7637,7667,1461900000
2015/03/11,7650,7726,7642,7693,975300000
2015/03/12,7740,7785,7692,7775,879700000
2015/03/13,7900,7947,7811,7916,3328900000
2015/03/16,7949,8050,7932,8001,1606800000
2015/03/17,8042,8050,7974,8017,1267800000
2015/03/18,8000,8017,7929,7980,955200000
2015/03/19,7883,7939,7804,7876,1372400000
2015/03/20,7943,8007,7895,7991,1007300000
2015/03/23,8050,8187,8031,8101,1064300000
2015/03/24,8051,8080,7981,7994,1061300000
2015/03/25,8020,8154,7971,8059,1339000000
2015/03/26,8027,8069,7995,8032,1308500000
2015/03/27,8093,8179,7888,7990,1739300000
2015/03/30,8053,8064,7916,7994,1124300000
2015/03/31,8135,8175,8046,8046,1563800000
2015/04/01,8058,8135,7981,7993,1884200000
2015/04/02,8058,8219,8058,8134,1901000000
2015/04/03,8100,8197,8100,8164,818200000
2015/04/06,8086,8144,8030,8101,620800000
2015/04/07,8110,8126,8036,8078,1385800000
2015/04/08,8128,8160,8090,8114,909200000
2015/04/09,8107,8180,8080,8150,963000000
2015/04/10,8140,8142,8017,8080,1842300000
2015/04/13,8134,8134,8024,8050,770200000
2015/04/14,8012,8065,7991,8011,1108400000
2015/04/15,8000,8115,7951,8114,1523000000
2015/04/16,8067,8070,7961,8059,1068900000
2015/04/17,8039,8039,7886,7914,1748500000
2015/04/20,7891,7974,7814,7966,1699700000
2015/04/21,7990,8093,7902,8091,1641200000
2015/04/22,8130,8243,8098,8243,1800200000
2015/04/23,8280,8322,8217,8247,1069200000
2015/04/24,8255,8257,8180,8195,646300000
2015/04/27,8201,8220,8084,8220,772100000
2015/04/28,8270,8367,8268,8360,1563300000
2015/04/30,8270,8284,8104,8104,1710500000
2015/05/01,8150,8240,8026,8111,804800000
2015/05/07,8000,8073,7916,7930,1396100000
2015/05/08,7900,8028,7885,7986,1314600000
2015/05/11,8117,8129,8026,8035,721400000
2015/05/12,7948,8008,7881,7974,1207800000
2015/05/13,8097,8364,8097,8361,2551000000
2015/05/14,8425,8795,8423,8654,3372500000
2015/05/15,8687,8770,8562,8626,1613200000
2015/05/18,8690,8924,8669,8871,2306400000
2015/05/19,8871,8919,8834,8855,1314100000
2015/05/20,8921,8980,8867,8924,1478300000
2015/05/21,8940,9110,8927,9056,1713100000
2015/05/22,9057,9329,9050,9275,2479200000
2015/05/25,9322,9474,9292,9468,1587700000
2015/05/26,9468,9471,9353,9390,1301700000
2015/05/27,9367,9519,9340,9442,1664200000
2015/05/28,9481,9758,9470,9631,2290000000
2015/05/29,9656,9755,9512,9541,1472000000
2015/06/01,9520,9621,9410,9583,1324300000
2015/06/02,9603,9649,9450,9495,1236200000
2015/06/03,9433,9517,9365,9499,1044600000
2015/06/04,9549,9549,9434,9490,900800000
2015/06/05,9447,9450,9289,9393,1173700000
2015/06/08,9350,9414,9286,9344,856700000
2015/06/09,9194,9268,9140,9156,1147300000
2015/06/10,9150,9255,9073,9130,984100000
2015/06/11,9200,9250,9162,9223,830900000
2015/06/12,9322,9429,9285,9389,2329200000
2015/06/15,9271,9341,9227,9328,882000000
2015/06/16,9361,9361,9220,9278,712300000
2015/06/17,9250,9268,9126,9189,784100000
2015/06/18,9276,9285,8981,8981,1253900000
2015/06/19,9001,9076,8913,9073,1820100000
2015/06/22,9000,9112,8953,9072,1087800000
2015/06/23,9187,9209,9077,9209,1002600000
2015/06/24,9230,9275,9194,9210,1003000000
2015/06/25,9062,9095,8961,9051,1540000000
2015/06/26,9050,9060,8921,8941,1138400000
2015/06/29,8800,8960,8749,8767,1718100000
2015/06/30,8800,8830,8701,8809,1294600000
2015/07/01,8871,9081,8851,9050,1386200000
2015/07/02,9245,9272,9120,9172,1566100000
2015/07/03,9165,9170,9020,9106,918600000
2015/07/06,8928,9000,8880,8923,1611900000
2015/07/07,8922,9010,8835,8841,1296300000
2015/07/08,8802,8885,8523,8523,2619500000
2015/07/09,8300,8487,8112,8487,2525600000
2015/07/10,8500,8599,8370,8489,1779100000
2015/07/13,8518,8538,8454,8496,1384600000
2015/07/14,8617,8722,8555,8609,1323800000
2015/07/15,8642,8664,8481,8503,1111400000
2015/07/16,8500,8504,8381,8442,1482800000
2015/07/17,8451,8515,8400,8418,1037100000
2015/07/21,8380,8444,8180,8415,1349200000
2015/07/22,8315,8345,8236,8257,1364100000
2015/07/23,8339,8369,8201,8276,1051400000
2015/07/24,8245,8295,8204,8216,891900000
2015/07/27,8176,8219,8116,8138,1099300000
2015/07/28,8052,8208,8016,8158,1249900000
2015/07/29,8160,8180,8012,8027,1238900000
2015/07/30,8038,8236,8033,8123,1227100000
2015/07/31,8043,8092,8000,8020,1611300000
2015/08/03,8001,8023,7943,8022,1004200000
2015/08/04,8000,8042,7930,7953,1333500000
2015/08/05,8330,8428,8221,8351,2082600000
2015/08/06,8500,8614,8379,8450,1914200000
2015/08/07,8570,8807,8501,8796,2827800000
2015/08/10,8640,8640,8466,8628,1444800000
2015/08/11,8778,8820,8515,8561,1797800000
2015/08/12,8448,8524,8270,8315,1592800000
2015/08/13,8270,8382,8270,8350,1254600000
2015/08/14,8286,8347,8197,8205,1179600000
2015/08/17,8213,8241,8132,8159,905700000
2015/08/18,8200,8250,8160,8167,689900000
2015/08/19,8079,8101,7763,7856,2504700000
2015/08/20,7850,7850,7702,7770,1827400000
2015/08/21,7579,7628,7512,7519,1562700000
2015/08/24,7293,7471,7225,7250,2356700000
2015/08/25,6950,7437,6903,6925,3252900000
2015/08/26,6920,7323,6855,7282,2527300000
2015/08/27,7500,7580,7184,7269,1920500000
2015/08/28,7396,7449,7284,7406,1640100000
2015/08/31,7309,7317,7110,7238,1774800000
2015/09/01,7157,7181,6981,6985,1490400000
2015/09/02,6832,7030,6801,6881,1554600000
